Review_ID;Rating;Year;Month;Reviewer_Location;Branch;Latitud;Longuitud
109099465;2;2010;11;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
93597662;4;2010;11;United States;Disneyland HongKong;39.7837304;-100.445882
121253152;4;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
121120772;1;2010;12;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120601586;3;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
120001101;5;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
118762631;3;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
116648881;1;2010;12;United States;Disneyland HongKong;39.7837304;-100.445882
116356801;4;2010;12;Singapore;Disneyland HongKong;1.357107;103.8194992
116039107;4;2010;12;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
111251319;5;2010;12;Singapore;Disneyland HongKong;1.357107;103.8194992
95988336;1;2010;12;Qatar;Disneyland HongKong;25.3336984;51.2295295
95867012;4;2010;12;United States;Disneyland HongKong;39.7837304;-100.445882
92201741;3;2010;12;United States;Disneyland HongKong;39.7837304;-100.445882
91905355;5;2010;12;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
91816335;2;2010;12;China;Disneyland HongKong;35.0000663;104.999955
91639166;4;2010;12;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
121038263;5;2010;12;India;Disneyland HongKong;22.3511148;78.6677428
120770307;5;2010;12;United States;Disneyland HongKong;39.7837304;-100.445882
120600872;5;2010;12;New Zealand;Disneyland HongKong;-41.5000831;172.8344077
120553234;5;2010;12;Sri Lanka;Disneyland HongKong;7.5554942;80.7137847
120514001;5;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
120466625;5;2010;12;Hong Kong;Disneyland HongKong;22.350627;114.1849161
120044703;4;2010;12;United States;Disneyland HongKong;39.7837304;-100.445882
119822431;5;2010;12;United States;Disneyland HongKong;39.7837304;-100.445882
119637093;5;2010;12;Singapore;Disneyland HongKong;1.357107;103.8194992
119304364;5;2010;12;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119304346;5;2010;12;Philippines;Disneyland HongKong;12.7503486;122.7312101
118174678;5;2010;12;Singapore;Disneyland HongKong;1.357107;103.8194992
117568843;1;2010;12;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
117471024;4;2010;12;Philippines;Disneyland HongKong;12.7503486;122.7312101
117379045;5;2010;12;New Zealand;Disneyland HongKong;-41.5000831;172.8344077
114065215;5;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
111113353;4;2010;12;Singapore;Disneyland HongKong;1.357107;103.8194992
106960817;5;2010;12;Canada;Disneyland HongKong;61.0666922;-107.991707
94788304;4;2010;12;Malaysia;Disneyland HongKong;4.5693754;102.2656823
94402420;4;2010;12;Hong Kong;Disneyland HongKong;22.350627;114.1849161
94401399;5;2010;12;New Zealand;Disneyland HongKong;-41.5000831;172.8344077
93644721;5;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
93129788;5;2010;12;India;Disneyland HongKong;22.3511148;78.6677428
92494269;1;2010;12;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
92313324;4;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
91657810;4;2010;12;Thailand;Disneyland HongKong;14.8971921;100.83273
91619113;5;2010;12;United States;Disneyland HongKong;39.7837304;-100.445882
120716439;5;2010;12;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120177191;5;2010;12;Austria;Disneyland HongKong;47.59397;14.12456
120150447;2;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
120133389;3;2010;12;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
118686971;5;2010;12;Canada;Disneyland HongKong;61.0666922;-107.991707
118356597;4;2010;12;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
94584355;1;2010;12;Australia;Disneyland HongKong;-24.7761086;134.755
91995748;1;2010;12;Singapore;Disneyland HongKong;1.357107;103.8194992
91984642;2;2010;12;Malaysia;Disneyland HongKong;4.5693754;102.2656823
94453340;4;2010;3;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
95738397;5;2010;3;India;Disneyland HongKong;22.3511148;78.6677428
97637597;5;2010;4;India;Disneyland HongKong;22.3511148;78.6677428
103682309;2;2010;5;Singapore;Disneyland HongKong;1.357107;103.8194992
104424582;5;2010;5;United States;Disneyland HongKong;39.7837304;-100.445882
93079463;5;2010;5;Australia;Disneyland HongKong;-24.7761086;134.755
94826092;1;2010;5;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
108866563;3;2010;6;Australia;Disneyland HongKong;-24.7761086;134.755
102414955;5;2010;6;Malaysia;Disneyland HongKong;4.5693754;102.2656823
101173905;1;2010;6;Australia;Disneyland HongKong;-24.7761086;134.755
94066545;5;2010;6;Philippines;Disneyland HongKong;12.7503486;122.7312101
93110837;5;2010;6;India;Disneyland HongKong;22.3511148;78.6677428
110723942;5;2010;6;United States;Disneyland HongKong;39.7837304;-100.445882
103613297;5;2010;6;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
97786459;5;2010;6;Malaysia;Disneyland HongKong;4.5693754;102.2656823
114699721;4;2010;7;India;Disneyland HongKong;22.3511148;78.6677428
113793302;3;2010;7;United States;Disneyland HongKong;39.7837304;-100.445882
111698723;5;2010;7;Hong Kong;Disneyland HongKong;22.350627;114.1849161
104157213;5;2010;7;New Zealand;Disneyland HongKong;-41.5000831;172.8344077
114128015;4;2010;7;Singapore;Disneyland HongKong;1.357107;103.8194992
110519324;5;2010;7;Canada;Disneyland HongKong;61.0666922;-107.991707
98156134;3;2010;7;South Africa;Disneyland HongKong;-28.8166236;24.991639
115661908;5;2010;8;China;Disneyland HongKong;35.0000663;104.999955
115582238;5;2010;8;Hong Kong;Disneyland HongKong;22.350627;114.1849161
115420952;5;2010;8;Canada;Disneyland HongKong;61.0666922;-107.991707
114650741;5;2010;8;India;Disneyland HongKong;22.3511148;78.6677428
105502137;1;2010;8;United States;Disneyland HongKong;39.7837304;-100.445882
115954176;4;2010;8;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
94915551;5;2010;8;Philippines;Disneyland HongKong;12.7503486;122.7312101
115465667;5;2010;9;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
116627666;5;2010;9;Philippines;Disneyland HongKong;12.7503486;122.7312101
115956040;5;2010;9;Philippines;Disneyland HongKong;12.7503486;122.7312101
115924765;5;2010;9;Hong Kong;Disneyland HongKong;22.350627;114.1849161
117056451;3;2010;9;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
116706227;3;2010;9;Australia;Disneyland HongKong;-24.7761086;134.755
116311386;5;2010;9;Saudi Arabia;Disneyland HongKong;25.6242618;42.3528328
116200799;4;2010;9;United States;Disneyland HongKong;39.7837304;-100.445882
96158259;2;2010;9;Japan;Disneyland HongKong;36.5748441;139.2394179
91827418;5;2010;9;Singapore;Disneyland HongKong;1.357107;103.8194992
122129643;3;2011;1;China;Disneyland HongKong;35.0000663;104.999955
122113208;5;2011;1;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
121179234;5;2011;1;United States;Disneyland HongKong;39.7837304;-100.445882
120232437;4;2011;1;Thailand;Disneyland HongKong;14.8971921;100.83273
119794318;5;2011;1;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
114852202;5;2011;1;United Arab Emirates;Disneyland HongKong;24.0002488;53.9994829
113987256;5;2011;1;Philippines;Disneyland HongKong;12.7503486;122.7312101
95154994;5;2011;1;Canada;Disneyland HongKong;61.0666922;-107.991707
121311320;5;2011;1;Philippines;Disneyland HongKong;12.7503486;122.7312101
120430437;5;2011;1;United States;Disneyland HongKong;39.7837304;-100.445882
119542482;5;2011;1;Philippines;Disneyland HongKong;12.7503486;122.7312101
116963938;5;2011;1;United States;Disneyland HongKong;39.7837304;-100.445882
115155041;3;2011;1;Australia;Disneyland HongKong;-24.7761086;134.755
113307378;5;2011;1;Singapore;Disneyland HongKong;1.357107;103.8194992
107418736;5;2011;1;Philippines;Disneyland HongKong;12.7503486;122.7312101
97458192;5;2011;1;Australia;Disneyland HongKong;-24.7761086;134.755
97248929;5;2011;1;Singapore;Disneyland HongKong;1.357107;103.8194992
96249517;3;2011;1;China;Disneyland HongKong;35.0000663;104.999955
94086032;5;2011;1;Australia;Disneyland HongKong;-24.7761086;134.755
119389075;4;2011;1;Hong Kong;Disneyland HongKong;22.350627;114.1849161
95910770;1;2011;1;United States;Disneyland HongKong;39.7837304;-100.445882
95016178;5;2011;1;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
94821035;5;2011;1;Singapore;Disneyland HongKong;1.357107;103.8194992
94480541;4;2011;1;Australia;Disneyland HongKong;-24.7761086;134.755
93840657;3;2011;1;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
93376468;4;2011;1;Australia;Disneyland HongKong;-24.7761086;134.755
92198076;4;2011;1;Canada;Disneyland HongKong;61.0666922;-107.991707
92061774;4;2011;1;United States;Disneyland HongKong;39.7837304;-100.445882
141619204;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
140834139;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
139319026;5;2011;10;New Zealand;Disneyland HongKong;-41.5000831;172.8344077
139215672;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
135659863;5;2011;10;United Arab Emirates;Disneyland HongKong;24.0002488;53.9994829
135204195;4;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
132420918;5;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
130141417;3;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
127365362;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
124946991;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
124193914;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
124158445;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
123894010;4;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
123589209;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
123259242;3;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
122538609;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
122538469;4;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
121817433;4;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
121776170;3;2011;10;United Arab Emirates;Disneyland HongKong;24.0002488;53.9994829
121107519;3;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
121050271;5;2011;10;Malaysia;Disneyland HongKong;4.5693754;102.2656823
120886952;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120728561;4;2011;10;Thailand;Disneyland HongKong;14.8971921;100.83273
120681989;4;2011;10;Israel;Disneyland HongKong;30.8124247;34.8594762
120537343;3;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120533817;4;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
120453508;4;2011;10;Canada;Disneyland HongKong;61.0666922;-107.991707
120444309;4;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120358362;5;2011;10;Canada;Disneyland HongKong;61.0666922;-107.991707
120322348;4;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
120289046;5;2011;10;United Arab Emirates;Disneyland HongKong;24.0002488;53.9994829
120157652;3;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
120139528;4;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
120117275;4;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
120057922;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120054201;4;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
120028214;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
119992678;5;2011;10;South Korea;Disneyland HongKong;36.638392;127.6961188
119921072;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119894240;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
119812887;3;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119777688;4;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119738833;4;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
119686807;2;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
119588329;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
119558207;3;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119503165;3;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
119502844;2;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119471268;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
119426593;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119282226;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119206652;2;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
119175387;4;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119169223;2;2011;10;Malaysia;Disneyland HongKong;4.5693754;102.2656823
119128991;2;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119047206;4;2011;10;Turkey;Disneyland HongKong;38.9597594;34.9249653
118994578;4;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
141290837;5;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
140890400;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
140734267;5;2011;10;United Arab Emirates;Disneyland HongKong;24.0002488;53.9994829
140732040;5;2011;10;United Arab Emirates;Disneyland HongKong;24.0002488;53.9994829
140615473;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
140519636;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
140097579;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
140039935;3;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
139569076;5;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
138680233;5;2011;10;Canada;Disneyland HongKong;61.0666922;-107.991707
135737192;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
135193930;5;2011;10;Macau;Disneyland HongKong;22.1757605;113.5514142
135149366;5;2011;10;South Africa;Disneyland HongKong;-28.8166236;24.991639
134416077;4;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
132546916;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
131321826;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
131081587;5;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
129195291;5;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
128324019;5;2011;10;New Zealand;Disneyland HongKong;-41.5000831;172.8344077
128132349;4;2011;10;Thailand;Disneyland HongKong;14.8971921;100.83273
127614952;5;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
127051930;2;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
126792867;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
126746579;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
126717964;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
125809669;5;2011;10;Canada;Disneyland HongKong;61.0666922;-107.991707
125209000;5;2011;10;Egypt;Disneyland HongKong;26.2540493;29.2675469
123902707;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
123588360;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
123436786;4;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
123382432;5;2011;10;Canada;Disneyland HongKong;61.0666922;-107.991707
122944085;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
122928883;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
122891371;5;2011;10;United Arab Emirates;Disneyland HongKong;24.0002488;53.9994829
122840664;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
122738386;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
122684800;5;2011;10;Thailand;Disneyland HongKong;14.8971921;100.83273
122635641;5;2011;10;China;Disneyland HongKong;35.0000663;104.999955
122589387;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
122292801;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
122250683;5;2011;10;Canada;Disneyland HongKong;61.0666922;-107.991707
122165089;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
122128936;3;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
121926291;5;2011;10;Canada;Disneyland HongKong;61.0666922;-107.991707
121775596;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
121667073;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
121144214;5;2011;10;Qatar;Disneyland HongKong;25.3336984;51.2295295
121143836;4;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
121088648;3;2011;10;South Africa;Disneyland HongKong;-28.8166236;24.991639
121053202;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120944034;5;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
120911338;1;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
120827276;4;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120822600;5;2011;10;Mexico;Disneyland HongKong;19.4326296;-99.1331785
120775768;3;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
120728354;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120717879;5;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
120711441;5;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
120710530;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120675132;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
120590500;4;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120486309;4;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
120393857;5;2011;10;Mauritius;Disneyland HongKong;-20.2759451;57.5703566
120381245;3;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120357347;5;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
120354530;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120310512;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120286419;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
120279703;3;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
120238079;5;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
120203911;4;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
120182633;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120177308;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120168634;5;2011;10;Sweden;Disneyland HongKong;59.6749712;14.5208584
120140741;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
120122364;5;2011;10;China;Disneyland HongKong;35.0000663;104.999955
120097666;4;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120092881;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120090568;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
120080273;4;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
120073881;2;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
120054120;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120050710;4;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120050628;4;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
120050083;5;2011;10;South Africa;Disneyland HongKong;-28.8166236;24.991639
120043813;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
120012492;4;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
120001995;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
120000963;5;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
119999652;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119996850;5;2011;10;South Africa;Disneyland HongKong;-28.8166236;24.991639
119993803;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119986384;4;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119985905;4;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
119950531;4;2011;10;South Africa;Disneyland HongKong;-28.8166236;24.991639
119947382;5;2011;10;Canada;Disneyland HongKong;61.0666922;-107.991707
119943025;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119940348;4;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119880259;4;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
119874764;5;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
119871240;4;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
119866741;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119847228;5;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
119843354;4;2011;10;Qatar;Disneyland HongKong;25.3336984;51.2295295
119796572;4;2011;10;Mauritius;Disneyland HongKong;-20.2759451;57.5703566
119793622;5;2011;10;China;Disneyland HongKong;35.0000663;104.999955
119787065;5;2011;10;Thailand;Disneyland HongKong;14.8971921;100.83273
119781124;1;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
119772141;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
119772046;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119771774;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
119764153;5;2011;10;Mauritius;Disneyland HongKong;-20.2759451;57.5703566
119737583;5;2011;10;China;Disneyland HongKong;35.0000663;104.999955
119737367;5;2011;10;South Africa;Disneyland HongKong;-28.8166236;24.991639
119735156;3;2011;10;Australia;Disneyland HongKong;-24.7761086;134.755
119695649;5;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
119672694;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119647101;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119643267;5;2011;10;Malaysia;Disneyland HongKong;4.5693754;102.2656823
119641195;5;2011;10;Brazil;Disneyland HongKong;-10.3333333;-53.2
119631132;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119616036;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
119603148;3;2011;10;Malaysia;Disneyland HongKong;4.5693754;102.2656823
119596106;5;2011;10;Kenya;Disneyland HongKong;1.4419683;38.4313975
119581455;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119566345;4;2011;10;United States;Disneyland HongKong;39.7837304;-100.445882
119561136;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119560542;5;2011;10;Hong Kong;Disneyland HongKong;22.350627;114.1849161
119552504;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119551549;5;2011;10;Malaysia;Disneyland HongKong;4.5693754;102.2656823
119550820;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119539268;4;2011;10;Malaysia;Disneyland HongKong;4.5693754;102.2656823
119536179;3;2011;10;Qatar;Disneyland HongKong;25.3336984;51.2295295
119527356;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
119527319;4;2011;10;Malaysia;Disneyland HongKong;4.5693754;102.2656823
119525632;5;2011;10;Thailand;Disneyland HongKong;14.8971921;100.83273
119518731;4;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119497538;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
119496368;5;2011;10;Malaysia;Disneyland HongKong;4.5693754;102.2656823
119468637;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119462464;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119461513;5;2011;10;Philippines;Disneyland HongKong;12.7503486;122.7312101
119460152;5;2011;10;Singapore;Disneyland HongKong;1.357107;103.8194992
119435318;4;2011;10;South Africa;Disneyland HongKong;-28.8166236;24.991639
119424378;5;2011;10;Indonesia;Disneyland HongKong;-2.4833826;117.8902853
119419787;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119375313;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
119373005;5;2011;10;United Kingdom;Disneyland HongKong;54.7023545;-3.2765753
119288883;5;2011;10;India;Disneyland HongKong;22.3511148;78.6677428
119265705;5;2011;10;South Africa;Disneyland HongKong;-28.8166236;24.991639
